Item id,Name,Brand,Category,Item Url,Final price,Final price currency,Base price,Base price currency,Picture url,Category id
3195470,New Balance ML574EGO,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574ego,349.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574ego_2_1,13164
3195374,New Balance ML574EGB,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574egb,349.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574egb_2_1,13164
3195320,New Balance ML574EGN,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574egn,349.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574egn_2_1,13164
3195314,New Balance ML574EGK,New Balance,Seria 574,https://nbsklep.pl//new_balance_ml574egk,349.99,PLN,349.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/ml574egk_2_1,13164
3206266,New Balance CM997HWD,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hwd,299.99,PLN,429.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/6b50ea866c12257a9c7b86a837d71c09,13836
3206250,New Balance CM997HTC,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997htc,259.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/cbb9660f1518fd4964de5d2cca5217a0,13836
3206249,New Balance CM997HTB,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997htb,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/7c10c47d9f7e41a899c39e6de74a8b66,13836
3206248,New Balance CM997HTA,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hta,259.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/63fa940e7af6155f8d22b67c0a349b01,13836
3206247,New Balance CM997HPP,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hpp,279.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/eae63abd536d13166c6bfc0a8b160813,13836
3206246,New Balance CM997HLL,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hll,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/81515a91086ffcdec0ace89caa0bf3c1,13836
3206245,New Balance CM997HJJ,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hjj,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/d65e52bb82cb587f04892419f6c28254,13836
3206242,New Balance CM997HAA,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997haa,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/b450bb8c889eddda9f1d89ffc4fb5e64,13836
3206008,New Balance CM997HWC,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hwc,429.99,PLN,429.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/95573f5d8e6ff61f3c75a854c3551fc1,13836
3206007,New Balance CM997HWA,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hwa,299.99,PLN,429.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/2d84a73bb1405a832ee3fcd32671ed9b,13836
3205886,New Balance CM997HWE,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hwe,429.99,PLN,429.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/eeb6a9ab191c587f8bf7dc0ec087d880,13836
3205885,New Balance CM997HVT,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hvt,369.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/4c7f7d291c4934ed1d2da2c8dc99a12e,13836
3205884,New Balance CM997HVQ,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hvq,329.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/3f1fadf2c0928a850e5774e955cfca35,13836
3205883,New Balance CM997HVN,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hvn,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/896639e5df81257d8ff5bd8657a9c7b1,13836
3205882,New Balance CM997HVM,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hvm,399.99,PLN,399.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/05589184859a2b20d694c580463601be,13836
3205378,New Balance CM997HVG,New Balance,Seria 997,https://nbsklep.pl//new_balance_cm997hvg_2,249.99,PLN,369.99,PLN,https://nbsklep.pl/picture/fit-in/400x360/filters:fill(white)/7cd36eab757e4b49b1d88de34069452b,13836
